EventDate,Period,Page number (if applic),Recipient name (original transcription),Nature of recipient (original transcription),Name,Institution - common name from Exit Books,Town/City,Level of study ,School type,Denomination/organisation,No. of objects,Event information (any extra information not in list of specimens),BHL Exit Book Link,BHL School Letter Book Link (Vol 1 only)
31.08.1894,1876-1914,446,Miss J Wilkinson,Riddings Girls School near Alfreton Derby,"Wilkinson, J",Ridings Girls School,Derby,Elementary ,Board,,8,Ackd 5/9/94,https://biodiversitylibrary.org/page/55370839,https://biodiversitylibrary.org/page/58047912
31.08.1894,1876-1914,446,W V Dixon Esq,"Gayhurst Road Board School, Dalston NE","Dixon, W V",Gayhurst Road Board School,London,Elementary ,Board,,7,,https://biodiversitylibrary.org/page/55370839,https://biodiversitylibrary.org/page/58047914
17.10.1894,1876-1914,447,Walter Steele Esq,"School House, Frimley, Farnboro Station","Steele, Walter",School House,Frimley,Elementary ,Voluntary ,Roman Catholic ,23,Box of specimens as follows:- Ackd 20.10.94,https://biodiversitylibrary.org/page/55370840,Missing from Letter Book
24.01.1895,1876-1914,449,Miss E Chalk,"St Michael's Girls' School, Pimlico","Chalk, E",St Michael's Girls' School,London,Elementary ,Voluntary ,Church of England ,14,Ackd 25.1.95,https://biodiversitylibrary.org/page/55370842,https://biodiversitylibrary.org/page/58047932
24.01.1895,1876-1914,450,J E Wood Esq,"British School, Calne, Wilts","Wood, J E",British School,Calne,Elementary ,Voluntary ,British and Foreign School Society,12,,https://biodiversitylibrary.org/page/55370843,
24.01.1895,1876-1914,450,Miss E Brown,"St Gregory's & St Peter's Infant School, Sudbury, Suffolk","Brown, E",St Gregory's and St Peter's Infant School,Sudbury,Elementary ,Voluntary ,Church of England ,14,,https://biodiversitylibrary.org/page/55370843,https://biodiversitylibrary.org/page/58047916
24.01.1895,1876-1914,451,William Evans Esq,"Mount Pleasant Board Schools, Hastings","Evans, William",Mount Pleasant Board Schools,Hastings,Elementary ,Board,,11,,https://biodiversitylibrary.org/page/55370844,https://biodiversitylibrary.org/page/58047918
24.01.1895,1876-1914,451,Miss J Guttery,"Yorktown Girls School, Camberley, Surrey","Guttery, J",Yorktown Girls School,Camberley,Elementary ,Voluntary ,Church of England ,12,,https://biodiversitylibrary.org/page/55370844,https://biodiversitylibrary.org/page/58047920
24.01.1895,1876-1914,452,James Marsden esq,"Bury Wesleyan Day School, Bury, Lancashire","Marsden, James",Bury Wesleyan Day School,Bury,Elementary ,Voluntary ,Wesleyan ,11,,https://biodiversitylibrary.org/page/55370845,https://biodiversitylibrary.org/page/58047922
24.01.1895,1876-1914,452,S Cousin Esq,"British School, Dorking, Surrey","Cousin, S",British School,Dorking,Elementary ,Voluntary ,British and Foreign School Society,15,,https://biodiversitylibrary.org/page/55370845,https://biodiversitylibrary.org/page/58047924
24.01.1895,1876-1914,453,A Wolfe Esq,"Hellands, North Curry, Taunton [school]","Wolfe, Alf",,Taunton,Secondary ,Private Tutor,,17,Ackd 6.2.95 J. Mst,https://biodiversitylibrary.org/page/55370846,https://biodiversitylibrary.org/page/58047930
24.01.1895,1876-1914,454,Miss L Smith,"Board Schools, Langford Road, Fulham SW","Smith, L",Board Schools,London,Elementary ,Board,,13,Ackd 26.1.95 J. Mst,https://biodiversitylibrary.org/page/55370847,https://biodiversitylibrary.org/page/58047926
24.01.1895,1876-1914,454,M Fieldhouse Esq,"Technical Instructor, Wood Street Board School, Woolwich, SE","Fieldhouse, M",Wood Street Board School,London,Elementary ,Board,,12,"Ackd 26.1.95  from Mulgrave Place Bd Schools, Wellington Street, Woolwich to where Mr Fieldhouse has removed. J. Mst",https://biodiversitylibrary.org/page/55370847,https://biodiversitylibrary.org/page/58047928
24.04.1895,1876-1914,457,Miss E M Russell,"Crispin Street School, 50 Crispin Street, Bishopsgate Street, E","Russell, E M",Crispin Street School,London,Elementary ,Voluntary ,Roman Catholic ,16,Ackd 26.4.95 J. Mst,https://biodiversitylibrary.org/page/55370850,https://biodiversitylibrary.org/page/58047936
24.04.1895,1876-1914,457,J Crowther Esq,Birley School Handsworth School Board near Sheffield,"Crowther, J",Birley School,Sheffield,Elementary ,Board,,14,Ackd 4.5.95 J. Mst,https://biodiversitylibrary.org/page/55370850,https://biodiversitylibrary.org/page/58047940
24.04.1895,1876-1914,458,F Osborne Esq,"Board School, Newlyn, Penzance","Osborne, F",Board School,Penzance,Elementary ,Board,,13,,https://biodiversitylibrary.org/page/55370851,https://biodiversitylibrary.org/page/58047944
24.04.1895,1876-1914,458,Charles Newbegin Esq,"Barrington C E School, Eighton Banks, Gateshead","Newbegin, Charles",Barrington C E School,Gateshead,Elementary ,Voluntary ,Church of England ,12,Ackd 29.4.95 J. Mst,https://biodiversitylibrary.org/page/55370851,https://biodiversitylibrary.org/page/58047950
24.04.1895,1876-1914,459,Miss H Brown,"Hermit Road Girls School, Plaistow, Essex","Brown, H",Hermit Road Girls School,Plaistow,Elementary ,Board,,14,Ackd 26.4.95 J. Mst,https://biodiversitylibrary.org/page/55370852,https://biodiversitylibrary.org/page/58047954
24.04.1895,1876-1914,459,Miss Fuge,"Endowed Infant School, Woodchester, Stroud, Gloucester",Fuge,Endowed Infant School,Stroud,Infants,Endowed/grammar,,12,,https://biodiversitylibrary.org/page/55370852,https://biodiversitylibrary.org/page/58047956
24.04.1895,1876-1914,460,G E Jones Esq,"Nant Peris Board School, Llanberis, Carnarvon","Jones, G E",Nant Peris Board School,Carnarvon,Elementary ,Board,,11,,https://biodiversitylibrary.org/page/55370853,
24.04.1895,1876-1914,460,John Gardner Esq,"Croft Street School, Preston, Lancs","Gardner, John",Croft Street School,Preston,Secondary ,Board,,11,Ackd 27.4.95 J. Mst,https://biodiversitylibrary.org/page/55370853,
24.04.1895,1876-1914,461,Miss M Maudson,"Higher Grade School, Brighouse, Yorks","Maudson, M",Higher Grade School,Brighouse,Secondary ,Board,,13,,https://biodiversitylibrary.org/page/55370854,
24.04.1895,1876-1914,461,W Smith Esq,"National School, Weaverthorpe, Yorks","Smith, W",National School,Weaverthorpe,Elementary ,Voluntary ,Church of England ,12,,https://biodiversitylibrary.org/page/55370854,https://biodiversitylibrary.org/page/58047958
27.04.1895,1876-1914,462,W J Winkworth Esq,"Winkfield Boys School, Windsor","Winkworth, W J",Winkfield Boys School,Windsor,Elementary ,Industrial ,,14,Ackd 1.5.95 J. Mst (L&S.W.R Station Windsor to be called for),https://biodiversitylibrary.org/page/55370855,https://biodiversitylibrary.org/page/58047934
29.04.1895,1876-1914,463,James E Carson Esq,"The School House, Hatfield Heath, Harlow, Essex","Carson, James E ",The School House,Harlow,Elementary ,Voluntary ,Church of England ,13,,https://biodiversitylibrary.org/page/55370856,https://biodiversitylibrary.org/page/58047946
28.05.1895,1876-1914,463,A G Fleming Esq,"Denham Schools Near Uxbridge, Middlesex","Fleming, A G",Denham Schools,London,Elementary ,Voluntary ,Church of England ,17,,https://biodiversitylibrary.org/page/55370856,
17.06.1895,1876-1914,464,F J Osmond Esq,"Hackford Road Board School, Brixton, SW","Osmond, F J",Hackford Road Board School,London,Elementary ,Board,,17,Ackd 19.6.95 J. Mst,https://biodiversitylibrary.org/page/55370859,
23.07.1895,1876-1914,467,"W Leicester Esq, Head Teacher","Manual Training Dept, Stanley Road Board School, Deptford, SE","Leicester, W",Stanley Road Board School,London,Elementary ,Board,,21,Ackd 25.7.95 J. Mst,https://biodiversitylibrary.org/page/55370862,
23.07.1895,1876-1914,468,C W Willsteed Esq,"Head Teacher, Manual Training Dept, Elizabeth Street Board School, North Woolwich","Willsteed, C W",Elizabeth Street Board School,London,Elementary ,Board,,13,Ackd 25.7.95 J. Mst,https://biodiversitylibrary.org/page/55370863,
23.07.1895,1876-1914,470,The Head Mistress,"St Joseph's School, Everton Road, Birkdale, Southport",,St Joseph's School,Southport,Elementary ,Voluntary ,Roman Catholic ,24,Ackd 26.7.95 J. Mst,https://biodiversitylibrary.org/page/55370865,https://biodiversitylibrary.org/page/58047962
23.07.1895,1876-1914,471,Mrs M A Smith,"Rawlinson Street Board Schools, Barrow in Furness","Smith, M A",Rawlinson Street Board Schools,Barrow-in-Furness,Elementary ,Board,,23,,https://biodiversitylibrary.org/page/55370866,https://biodiversitylibrary.org/page/58047966
23.07.1895,1876-1914,471,"Miss Elizabeth Jones, Head Mistress","Infant School, Somercotes, Alfreton, Derbyshire","Jones, Elizabeth",Infant School,Alfreton,Elementary ,Voluntary ,Church of England ,21,,https://biodiversitylibrary.org/page/55370866,https://biodiversitylibrary.org/page/58047968
23.07.1895,1876-1914,472,"Miss Mary Overend, Head Mistress","Junior Dept, Holycroft Board Schools, Keighley, Yorks","Overend, Mary",Holycroft Board Schools,Keighley,Elementary ,Board,,19,Ackd 26.7.95 J. Mst,https://biodiversitylibrary.org/page/55370867,https://biodiversitylibrary.org/page/58047970
23.07.1895,1876-1914,473,"T Thomas Esq, Head Master","Holy Trinity School, Dartmouth Road, Forest Hill","Thomas, T",Holy Trinity School,London,Elementary ,Voluntary ,Church of England ,18,Ackd 25.7.95 J. Mst,https://biodiversitylibrary.org/page/55370868,https://biodiversitylibrary.org/page/58047972
23.07.1895,1876-1914,474,"J W Marsh, Head Master","School House, Shottermill, Haslemere, Surrey","Marsh, J W ",School House,Haslemere,Elementary ,Voluntary ,Church of England ,14,Ackd 30.8.95,https://biodiversitylibrary.org/page/55370869,https://biodiversitylibrary.org/page/58047974
23.07.1895,1876-1914,474,"Alfred Mitchell Esq, Head Master","Royal Albert Orphanage, Camberley, Surrey","Mitchell, Alfred",Royal Albert Orphanage,Camberley,Elementary ,Orphanage,,14,Ackd 25.7.95 J. Mst,https://biodiversitylibrary.org/page/55370869,https://biodiversitylibrary.org/page/58047978
23.07.1895,1876-1914,475,Miss K Curtain,"St Mary's Schools, Granville Road, Kilburn","Curtain, K",St Mary's Schools,London,Elementary ,Voluntary ,Church of England ,15,,https://biodiversitylibrary.org/page/55370870,https://biodiversitylibrary.org/page/58047980
23.07.1895,1876-1914,475,W A Ward Esq (Head Master),"Wesleyan Boys School, Dartford","Ward, W A",Wesleyan Boys School,Dartford,Elementary ,Voluntary ,Wesleyan ,15,Ackd 5/9/95,https://biodiversitylibrary.org/page/55370870,https://biodiversitylibrary.org/page/58047984
23.07.1895,1876-1914,476,R A Drake esq (Head Master),"Queensbury National School, Bradford, Yorks","Drake, R A",Queensbury National School,Bradford,Elementary ,Voluntary ,Church of England ,13,Ackd 26.7.95 J. Mst,https://biodiversitylibrary.org/page/55370871,https://biodiversitylibrary.org/page/58047986
23.07.1895,1876-1914,477,"J H R Skyrme Esq, Head Master","Board School, Otterham, Bridgwater","Skyrme, J H R",Board School,Bridgwater,Elementary ,Board,,12,,https://biodiversitylibrary.org/page/55370872,https://biodiversitylibrary.org/page/58047988
11.11.1895,1876-1914,477,"Edward J Davis Esq, Head Master","Wesleyan Training Schools, Kingswood, near Bristol","Davis, Edward J",Wesleyan Training Schools,Bristol,Elementary ,Technical/vocational ,Wesleyan ,15,Ackd 15.11.95 J. Mst,https://biodiversitylibrary.org/page/55370872,https://biodiversitylibrary.org/page/58047990
11.11.1895,1876-1914,478,A J Nixon,"Birdham Schools, Chichester, Sussex","Nixon, A J",Birdham Schools,Chichester,Elementary ,Voluntary ,Church of England ,14,,https://biodiversitylibrary.org/page/55370873,https://biodiversitylibrary.org/page/58047992
11.11.1895,1876-1914,478,"Miss H E Hunter, Head Mistress","Village Girls Board School, Ore, near Hastings","Hunter, H E",Village Girls Board School,Hastings,Elementary ,Board,,14,Ackd 15.11.95 J. Mst,https://biodiversitylibrary.org/page/55370873,https://biodiversitylibrary.org/page/58047994
11.11.1895,1876-1914,479,The Head Mistress,"St Mary's School, 48 Great Peter Street, Westminster",,St Mary's School,London,Elementary ,Voluntary ,Church of England ,14,,https://biodiversitylibrary.org/page/55370874,https://biodiversitylibrary.org/page/58047996
11.11.1895,1876-1914,480,The Head Master (Walter Lowndes Esq),"West Coxley Schools, Bilston, Stafford","Lowndes, Walter",West Coxley Schools,Stafford,Unknown,Unknown,,12,(Parcel addressed to Head Master ackd by R. T Evans 13.11.95 J. Mst),https://biodiversitylibrary.org/page/55370875,
11.11.1895,1876-1914,480,R O Elwen,"150 Albert Rd, Jarrow-on-Tyne [school]","Elwen, R O",Dunn Street School,Jarrow on Tyne,Elementary ,Board,,12,,https://biodiversitylibrary.org/page/55370875,https://biodiversitylibrary.org/page/58047998
11.11.1895,1876-1914,481,F J Ratcliffe Esq,"Central Board School, Harwich,Essex","Ratcliffe, F J ",Central Board School,Harwich,Elementary ,Board,,11,,https://biodiversitylibrary.org/page/55370876,https://biodiversitylibrary.org/page/58048000
11.11.1895,1876-1914,481,Miss Craven,"Stavely, near Chesterfield, Derby [school]",Craven,,Derby,Unknown,Unknown,,13,,https://biodiversitylibrary.org/page/55370876,https://biodiversitylibrary.org/page/58048002
11.11.1895,1876-1914,482,"Miss Rose Pagnoni, Head Mistress","Brompton Higher Grade School, Montpelier Street, Brompton SW","Pagnoni, Rose",Brompton Higher Grade School,Brompton,Secondary ,Board,,9,Ackd 19.11.95 J. Mst,https://biodiversitylibrary.org/page/55370877,https://biodiversitylibrary.org/page/58048004
11.11.1895,1876-1914,482,"G Pendle Esq, Head Master","Trinity Mixed School, Henley-on-Thames","Pendle, G",Trinity Mixed School,Henley-on-Thames,Elementary ,Voluntary ,Church of England ,8,,https://biodiversitylibrary.org/page/55370877,https://biodiversitylibrary.org/page/58048006
11.11.1895,1876-1914,482,"B W Gardiner Esq, Head Master","Stagsden CE School, Bedford","Gardiner, B W",Stagsden CE School,Bedford,Elementary ,Voluntary ,Church of England ,9,,https://biodiversitylibrary.org/page/55370877,https://biodiversitylibrary.org/page/58048008
11.11.1895,1876-1914,483,"F Bartholemew Esq, Head Master","Ditton School, Aylesford, Railway Station SER","Bartholemew, F",Ditton School,Aylesford,Elementary ,Voluntary ,Church of England ,9,Ackd 19.11.95 J. Mst,https://biodiversitylibrary.org/page/55370878,
11.11.1895,1876-1914,483,"H Poole Esq, Head Master","The Schools, Aston on Clun, Salop","Poole, H",The Schools,Salop,Elementary ,Voluntary ,Church of England ,10,per L& N.W Rail Broome Station,https://biodiversitylibrary.org/page/55370878,https://biodiversitylibrary.org/page/58048010
11.11.1895,1876-1914,484,"S Darlington Esq, Head Master","Charing, Kent","Darlington, S",Charing National School,Charing,Elementary ,Voluntary ,Church of England ,11,Ackd 15.11.95 J. Mst,https://biodiversitylibrary.org/page/55370879,https://biodiversitylibrary.org/page/58048012
11.11.1895,1876-1914,484,"G Nuttall Esq, Head Master","Emmanuel Board School, Rhyl, N Wales","Nuttall, G",Emmanuel Board School,Rhyl,Elementary ,Board,,11,,https://biodiversitylibrary.org/page/55370879,https://biodiversitylibrary.org/page/58048014
11.11.1895,1876-1914,485,"E E Knowles, Head Master","School House, Marsham, Norwich","Knowles, E E",School House,Norwich,Elementary ,Board,,11,per Aylesham R. Station G.E.R,https://biodiversitylibrary.org/page/55370880,https://biodiversitylibrary.org/page/58048016
23.01.1896,1876-1914,488,Richard Lace Esq,"Board School, Kirk Michael, Isle of Man","Lace, Richard",Board School,Kirk Michael,Elementary ,Board,,16,Ackd 1.2.96 J. Mst,https://biodiversitylibrary.org/page/55370883,https://biodiversitylibrary.org/page/58048018
23.01.1896,1876-1914,489,John J Sykes Esq,"Grammar School, Leek, Stafford","Sykes, John J",Grammar School,Stafford,Secondary ,Endowed/grammar,,14,Ackd 28.1.96 J. Mst,https://biodiversitylibrary.org/page/55370884,https://biodiversitylibrary.org/page/58048020
23.01.1896,1876-1914,489,W B Priddy Esq,"Crowcombe National Schools, Taunton, Somerset","Priddy, W B",Crowcombe National Schools,Taunton,Elementary ,Voluntary ,Church of England ,12,Ackd 29.1.96 J. Mst,https://biodiversitylibrary.org/page/55370884,https://biodiversitylibrary.org/page/58048022
